from,to,type
/aneis/l/diamantes/19.html,/joias/aneis,PERMANENT
/relogio-feminino-dourado-com-pulseira-de-couro-bege.html,/relogios/feminino,PERMANENT
"/lancamentos-relogios/l/price:1,1500.html",/relogios,PERMANENT
/colar-de-prata-com-perola-biwa-22854.html,/joias/colares,PERMANENT
/pingente-de-ouro-amarelo-18k-diamante-brilhante-menino-meus-amores-pg.html,/joias/pingentes,PERMANENT
/anel-mia-de-prata-com-iolitas-e-topazios.html,/joias/aneis,PERMANENT
/joias/colecao/wenger,/relogios/wenger,PERMANENT
/relogio-monte-carlo-multifunc-o-masculino-medio-com-cor-azul-focus.html,/relogios/monte-carlo,PERMANENT
"/pingentes/l/diamantes/price:3,300.html",/joias/pingentes,PERMANENT
"/joias/colares/de-501-a-1000/P�rola/215/ouro amarelo 10k?O=OrderByReleaseDateDESC&PS=50&map=c,c,priceFrom,specificationFilter_32,productClusterSearchableIds,ft",/joias/colares,PERMANENT
/colecao-jolie-girl-power,/jolie/colecao/girl-power,PERMANENT
"/joias/colares/Diamante/Ouro Branco 18k/199?PS=27&map=c,c,specificationFilter_32,specificationFilter_24,ft?PS=27&O=OrderByReleaseDateDESC",/joias/colares,PERMANENT
"/aneis/monte-carlo/de-2501-a-5000/19?PS=15&map=c,b,priceFrom,specificationFilter_19",/joias/aneis,PERMANENT
"/jolie-girlie-html/l/price:2,70.html",/jolie,PERMANENT
"/joias/colares/Prata/de-0-a-200/Perola/215?O=OrderByNameDESC&map=c,c,specificationFilter_24,priceFrom,specificationFilter_32,productClusterSearchableIds&PS=54",/joias/colares,PERMANENT
/relogio-casual-dourado-com-mostrador-marrom-e-pulseira-de-aco-dourada.html,/relogios,PERMANENT
/m�e,/dia-das-maes,PERMANENT
/anel-de-prata-e-rodio-negro-onix-afrodite.html,/joias/aneis,PERMANENT
/relogio-pulseira-de-couro-cor-preta-com-tachas.html,/relogios,PERMANENT
"/aliancas/Ouro Amarelo 18k/de-2501-a-5000/12/ouro branco 18k?PS=15&map=c,specificationFilter_22,priceFrom,specificationFilter_21,ft?PS=27&O=OrderByReleaseDateDESC",/aliancas/alianca,PERMANENT
/colecao-michael%20kors,/relogios/michael-kors,PERMANENT
/colecao-marine-star,/joias/colecao/marine-star,PERMANENT
/relogio-feminino-com-pulseira-de-couro-azul-e-cristais-swarovski.html,/relogios,PERMANENT
/pingente-menina-de-ouro-amarelo-18k-e-rodio.html,/joias/pingentes,PERMANENT
/classicos-1.html,/,PERMANENT
"https://www.montecarlo.com.br/relogios/bulova?map=category-1,category-2",/relogios/bulova,PERMANENT
/colecao-jolie-colors,/jolie/colecao/colors,PERMANENT
/casamento/grande-dia/conjunto-com-perolas?fq=H:3216&O=OrderByReleaseDateDESC,/casamento,PERMANENT
/joias/colares/de-201-a-500/149/215/prata,/joias/colares,PERMANENT
/pingente-de-ouro-amarelo-18k-diamante-raio.html,/joias/pingentes,PERMANENT
"/aliancas/Prata/32?PS=15&map=c,specificationFilter_22,specificationFilter_21",/aliancas/alianca,PERMANENT
/pingente-de-ouro-amarelo-e-branco-18k-e-rodio-diamante-coracao.html,/joias/pingentes,PERMANENT
/colecao-lotus,/joias/colecao/lotus,PERMANENT
"/relogios/euro/644?PS=27&map=c,c,productClusterIds?PS=27&O=OrderByReleaseDateDESC",/relogios/euro,PERMANENT
"/joias/colares/256/Prata/Perola/de-0-a-200/215?O=OrderByPriceDESC&map=c,c,productClusterIds,specificationFilter_24,specificationFilter_32,priceFrom,productClusterSearchableIds&PS=81",/joias/colares,PERMANENT
/colecao-malha-bismarck,/joias/colecao/malha-bismarck,PERMANENT
/special-week,/off,PERMANENT
/anel-em-ouro-amarelo-18k-com-safira-fe-n-sra-aparecida-an-26464-n-sra-apar,/joias/aneis,PERMANENT
"/joias/colares/Ouro Amarelo 18k/215/de-501-a-1000/ouro amarelo 10k?PS=50&map=c,c,specificationFilter_24,productClusterSearchableIds,priceFrom,ft&O=OrderByBestDiscountDESC",/joias/colares,PERMANENT
"/joias/colares/Ouro Amarelo 18k/de-0-a-200/215/Pedra Colorida/ouro rose 18k?PS=50&map=c,c,specificationFilter_24,priceFrom,productClusterSearchableIds,specificationFilter_32,ft&O=OrderByPriceDESC",/joias/colares,PERMANENT
/colecao-jolie-corrente,/jolie/colecao/corrente,PERMANENT
/joias/aneis/p%C3%A9rola,/joias/aneis,PERMANENT
/brinco-em-ouro-amarelo-18k-com-zirconia-baby-b-25b-z-1,/joias/brincos,PERMANENT
/pingente-de-ouro-amarelo-18k-diamante-saude.html,/joias/pingentes,PERMANENT
/colecao-petalas-noite,/joias/colecao/petalas-noite,PERMANENT
/colecao-arpoador,/joias/colecao/arpoador,PERMANENT
/relogio-elegance-de-aco-bicolor-dourado-e-prateado-com-swarovski-no-aro.html,/relogios,PERMANENT
/brinco-em-ouro-amarelo-18k-com-perola---moonlight-1212536,/joias/brincos,PERMANENT
"/aneis/monte-carlo/23/ouro ros� 18k?PS=15&map=c,b,specificationFilter_19,ft",/joias/aneis,PERMANENT
/anel-de-prata-de-prata-e-ouro-amarelo-10k-ametista-1-no-total-lapidac-o-redonda.html,/joias/aneis,PERMANENT
"/joias/colares/Perola/215?O=OrderByReleaseDateDESC&PS=24&map=c,c,specificationFilter_32,productClusterSearchableIds",/joias/colares,PERMANENT
/colecao-palace,/joias/colecao/palace,PERMANENT
/gargantilha-de-ouro-amarelo-18k-diamante-bolinha.html,/joias/colares,PERMANENT
/pingente-oriens-flor-de-ouro-amarelo-18k-com-esmeralda.html,/oriens,PERMANENT
"/joias/colares/P�rola/de-0-a-200/Prata/Ouro Amarelo 18k?O=OrderByNameDESC&map=c,c,specificationFilter_32,priceFrom,specificationFilter_24,ft&PS=54",/joias/colares,PERMANENT
/relogios/feminino/monte%20carlo,/relogios,PERMANENT
/colecao-brilho,/joias/colecao/brilho,PERMANENT
/colecao-jolie rainbow,/jolie/colecao/rainbow,PERMANENT
/glass-rosa-candy---jolie-glass-pgh0206-listras-ro,/jolie/charms,PERMANENT
/relogios/de-1001-a-2500/199/feminino/calvin klein,/relogios/calvin-klein,PERMANENT
/relogio-casual-dourado-com-caixa-de-aco-dourada-e-mostrador-floral.html,/relogios,PERMANENT
/sale/jolie?fq=H:2007,/jolie,PERMANENT
/relogio-feminino-dourado-aco-swarovski.html,/relogios,PERMANENT
/pingente-3,/joias/pingentes,PERMANENT
/segredos/universo,/segredos,PERMANENT
/relogio-monte-carlo-simples-feminino-medio-com-cor-preto-com-indices-dot-visor-de-cristal-mineral-caixa-de-metal-cor-da-caixa-branco-pulseira-de-aco-com-cor-prateada-resist-ncia-3.html,/relogios/monte-carlo,PERMANENT
/pingente-cristo-e-sol-de-ouro-amarelo-10k.html,/joias/pingentes,PERMANENT
"/joias/colares/149/215/Perola/de-201-a-500?map=c,c,productClusterIds,productClusterSearchableIds,specificationFilter_32,priceFrom&PS=54",/joias/colares,PERMANENT
/colecao-lockets,/joias/colecao/lockets,PERMANENT
/colecao-plisse,/joias/colecao/plisse,PERMANENT
/colecao-cosmopolitan,/joias/colecao/cosmopolitan,PERMANENT
/colecao-decifrar,/joias/colecao/decifrar,PERMANENT
/gargantilha-de-ouro-amarelo-com-granada-diamantes-e-perola-da-colecao-medieval.html,/joias/colares,PERMANENT
/colecao-renascer,/joias/colecao/renascer,PERMANENT
"/aliancas/15/Diamante?map=c,specificationFilter_21,specificationFilter_29&PS=108",/aliancas/alianca,PERMANENT
/colecao-brisa,/joias/colecao/brisa,PERMANENT
/relogio-monte-carlo-mc7120-ss-cz--ta-,/relogios/monte-carlo,PERMANENT
"/jolie/429/Pets?PS=27&map=c,productClusterIds,specificationFilter_39?PS=27&O=OrderByReleaseDateDESC",/jolie-pets,PERMANENT
/colecao-marquesa,/joias/colecao/marquesa,PERMANENT
/colecao-colours,/joias/colecao/colours,PERMANENT
/acessorios/axxents,/acessorios,PERMANENT
"/off-jolie/l/prata/price:1,500.html",/jolie,PERMANENT
/colecao-midnight,/joias/colecao/midnight,PERMANENT
/relogio-casual-com-pulseira-de-couro-marrom.html,/relogios,PERMANENT
/bazar/l/ouro-amarelo-18k.html?utm_campaign=banner_bazar&utm_medium=banner&utm_source=banner_bazar&utm_source=banner_joiasemourobazar&utm_medium=banner&utm_campaign=banner_joiasemourobazar,/,PERMANENT
/joias/224?PS=27,/joias,PERMANENT
/relogio-allora-al2115ag-2m,/relogios/allora,PERMANENT
/presentes-para-ele-html.html,/,PERMANENT
/colecao-opulence,/joias/colecao/opulence,PERMANENT
"/joias/colares/Prata/215/Perola/de-201-a-500?PS=30&map=c,c,specificationFilter_24,productClusterSearchableIds,specificationFilter_32,priceFrom&O=OrderByBestDiscountDESC",/joias/colares,PERMANENT
/relogio-monte-carlo-simples-feminino-medio-com-cor-dourado-com-indices-mistos-visor-de-cristal-mineral-caixa-de-metal-cor-da-caixa-dourado-pulseira-de-aco-com-cor-dourado-resist-ncia-3-22447.html,/relogios/monte-carlo,PERMANENT
/gargantilha-de-prata-com-quartzo-fume---legend-c6628a-ag,/joias/colares,PERMANENT
/pulseira-de-ouro-amarelo-18k-23093.html,/joias/pulseiras,PERMANENT
/colecao-mix,/joias/colecao/mix,PERMANENT
/anel-de-ouro-amarelo-18k-e-rodio-negro-diamante-chocolate-brilhante-khloe.html,/joias/aneis,PERMANENT
/joias/colares/monte-carlo/Ouro Amarelo 18k/Diamante/de-0-a-200/P�rola,/joias/colares,PERMANENT
/colecao-gaia,/joias/colecao/gaia,PERMANENT
"/joias/colares/Perola/215/de-501-a-1000?PS=27&map=c,c,specificationFilter_32,productClusterSearchableIds,priceFrom?PS=27&O=OrderByReleaseDateDESC",/joias/colares,PERMANENT
"/brincos/Prata/Pedra Colorida/de-0-a-200/p�rola?PS=15&map=c,specificationFilter_23,specificationFilter_31,priceFrom,ft",/joias/brincos,PERMANENT
"/joias/colares/288/215/Perola?map=c,c,productClusterIds,productClusterSearchableIds,specificationFilter_32&PS=81",/joias/colares,PERMANENT
/relogio-fossil-fs4963-0xn/undefined?PS=27&O=OrderByReleaseDateDESC,/relogios/fossil,PERMANENT
/pingente-menino-de-ouro-amarelo-18k-e-rodio-diamante.html,/joias/pingentes,PERMANENT
"/joias/colares/de-501-a-1000/215/Ouro Amarelo 18k/ouro?map=c,c,priceFrom,productClusterSearchableIds,specificationFilter_24,ft&PS=81",/joias/colares,PERMANENT
/relogio-masculino-multifuncao-com-caixa-e-pulseira-de-aco.html,/relogios,PERMANENT
/colecao-poesia,/joias/colecao/poesia,PERMANENT
"/joias/aneis/20/solitario?PS=32&map=c,c,specificationFilter_19,ft",/joias,PERMANENT
"https://www.montecarlo.com.br/colares/4179?initialMap=productClusterIds&initialQuery=4179&map=category-2,productClusterIds",/off,PERMANENT
"/aliancas/13/de-2501-a-5000/Ouro Amarelo 18k/ouro amarelo 18k?PS=50&map=c,specificationFilter_21,priceFrom,specificationFilter_22,ft",/aliancas/alianca,PERMANENT
/brinco-em-ouro-amarelo-18k-com-rubi-baby-b005-coracao-ru,/joias/brincos,PERMANENT
/relogio-masculino-com-caixa-de-aco-dourada-pulseira-de-couro-marrom-e-cronografo.html,/relogios/masculino,PERMANENT
/colecao-fe-cruz,/joias/colecao/fe-cruz,PERMANENT
"/aliancas/alianca/monte-carlo/de-201-a-500/17/Ouro Amarelo 18k?PS=27&map=c,c,b,priceFrom,specificationFilter_21,specificationFilter_22",/aliancas/alianca,PERMANENT
/relogio-bazar-com-pulseira-de-couro-marrom-e-caixa-prateada.html,/relogios,PERMANENT
/busca?fq=H:3835,/,PERMANENT
/joias/brincos/khloe,/joias/brincos,PERMANENT
/safira.html,/,PERMANENT
"/aneis/Pedra Colorida?map=c,specificationFilter_30&PS=15",/joias/aneis,PERMANENT
"/integracao/20/aneis?PS=27&map=c,specificationFilter_42,ft&O=OrderByPriceASC",/joias/aneis,PERMANENT
/pulseira-de-ouro-rosa-18k-diamante-brilhante-fetiche.html,/joias/pulseiras,PERMANENT
/charm-youtubers-filme-----kefera-pghs413-camkef,/jolie/charms,PERMANENT
/relogio-elegance-de-aco-dourado-com-pulseira-slim.html,/relogios,PERMANENT
"/meus-amores-1/l/price:2,500.html",/joias/pingentes,PERMANENT
/colecao-linha%20home%20monte%20carlo,/linha-home,PERMANENT
/pingente-de-ouro-amarelo-18k-diamante-dots.html,/joias/pingentes,PERMANENT
/colecao-renovar,/joias/colecao/renovar,PERMANENT
/anel-de-ouro-amarelo-18k-diamante-2-brilhante-afrika.html,/joias/aneis,PERMANENT
/relogio-focus-masculino-multifuncao-com-caixa-e-pulseira-de-couro-preta.html,/relogios,PERMANENT
"/aliancas/27/de-1001-a-2500?PS=27&map=c,specificationFilter_21,priceFrom&O=OrderByBestDiscountDESC",/aliancas/alianca,PERMANENT
/nossas-lojas?uam=true&mobile=2,/institucional/nossas-lojas,PERMANENT
"/aliancas/de-501-a-1000/16?PS=27&map=c,priceFrom,specificationFilter_21&O=OrderByReviewRateDESC",/aliancas/alianca,PERMANENT
/anel-de-prata-e-rodio-zirconia-swarovski-redonda.html,/joias/aneis,PERMANENT
/pingente-leme-ouro-amarelo-europeu.html,/joias/pingentes,PERMANENT
/brincos/ouro amarelo 18k/ouro amarelo 10k,/joias/brincos,PERMANENT
"https://www.montecarlo.com.br/relogios/guess?map=category-1,category-2",/relogios/guess,PERMANENT
/colar-quadrado-de-ouro-amarelo-europeu.html,/joias/colares,PERMANENT
/jolie-magia,/jolie/colecao/magia,PERMANENT
/colecao-mistery,/joias/colecao/mistery,PERMANENT
/pingentes-de-prata-apaixonado.html,/joias/pingentes,PERMANENT
/jolie-amour,/jolie/colecao/amour,PERMANENT
/relogio-feminino-medio-dourado-pulseira-de-couro-preta.html,/relogios,PERMANENT
/colecao-fascinio,/joias/colecao/fascinio,PERMANENT
"/joias/colares/Diamante/de-501-a-1000/perola?PS=50&map=c,c,specificationFilter_32,priceFrom,ft&O=OrderByNameASC",/joias/colares,PERMANENT
/joliebyyoutubers,/jolie,PERMANENT
/pingente-de-prata-jolie-happy-face-pg043-binoculos,/jolie/charms,PERMANENT
/maes,/joias,PERMANENT
/colecao-jolie amour,/jolie/colecao/amour,PERMANENT
"https://www.montecarlo.com.br/aneis/4179?initialMap=productClusterIds&initialQuery=4179&map=category-2,productClusterIds",/off,PERMANENT
/pingentes-de-prata-e-murano-festa-pink-jolie.html,/jolie/charms,PERMANENT
/anel-57,/joias/aneis,PERMANENT
/anel-off-coracao-de-ouro-amarelo-18k-com-diamantes.html,/joias/aneis,PERMANENT
/relogio-monte-carlo-simples-feminino-pequeno-com-cor-cinza-com-indices-mistos-visor-de-cristal-mineral-caixa-de-aco-cor-da-caixa-prateada-pulseira-de-couro-com-cor-laranja-resist-ncia-3.html,/relogios/monte-carlo,PERMANENT
/colecao-imperatriz,/joias/colecao/imperatriz,PERMANENT
"/joias/colares/199/Prata/Perola/215?O=OrderByNameDESC&map=c,c,productClusterIds,specificationFilter_24,specificationFilter_32,productClusterSearchableIds&PS=54",/joias/colares,PERMANENT
/colar-de-prata-e-rodio-pedra-sintetica-zirconia-precious.html,/joias/colares,PERMANENT
"/pulseiras/Pedra Colorida?map=c,specificationFilter_34&PS=30",/joias/pulseiras,PERMANENT
"/aliancas/alianca/24/Ouro Amarelo 18k/happy?PS=50&map=c,c,specificationFilter_21,specificationFilter_22,ft",/aliancas/alianca,PERMANENT
/anel-solitario-de-ouro-amarelo-18k-diamante-1-de-0-10cts-no-total-lapidac-o-brilhante-21091.html,/aliancas/solitarios,PERMANENT
/colecao-liberty,/joias/colecao/liberty,PERMANENT
/colecao-garden,/joias/colecao/garden,PERMANENT
"/joias/colares/Perola/Prata/215/de-0-a-200/prata?O=OrderByTopSaleDESC&PS=27&map=c,c,specificationFilter_32,specificationFilter_24,productClusterSearchableIds,priceFrom,ft",/joias/colares,PERMANENT
/relogio-monte-carlo-simples-feminino-medio-com-cor-preto-caixa-de-aco-dourado-pulseira-de-couro-preto.html,/relogios/monte-carlo,PERMANENT
/joias/405/215,/joias,PERMANENT
/relogio-off-prateado-com-mostrador-rose-com-pedras.html,/relogios,PERMANENT
"/aneis/Ouro Amarelo 18k/de-5001-a-40000/14?PS=15&map=c,specificationFilter_20,priceFrom,specificationFilter_19",/joias/aneis,PERMANENT
/colar-de-prata-de-prata-e-rodio-perola-biwa-1-no-total-lapidac-o-redonda-turmalina-1-no-total-lapidac-o-oval-peridoto-1-no-total-lapidac-o-redonda-gemas-diversas-2-no-total-lapidac-o-fantasia.html,/joias/colares,PERMANENT
/relogios/masculinos/monte-carlo/masculino,/relogios/monte-carlo,PERMANENT
/colecao-discover,/joias/colecao/discover,PERMANENT
/anel-rainbow-de-prata-com-topazios-azuis-e-topazios-incolor.html,/joias/aneis,PERMANENT
/blackfriday,/black-friday,PERMANENT
/pingente-cruz-de-ouro-amarelo-18k-com-perolas.html,/joias/pingentes,PERMANENT
"/joias/pulseiras/Ouro Branco 18k/de-1001-a-2500?PS=27&map=c,c,specificationFilter_26,priceFrom?PS=27&O=OrderByReleaseDateDESC",/joias/pulseiras,PERMANENT
/brinco-infinito-de-prata-com-zirconia.html,/joias/brincos,PERMANENT
/anel-60,/joias/aneis,PERMANENT
/colecao-buque,/joias/colecao/buque,PERMANENT
/anel-de-ouro-amarelo-18k-e-rodio-diamante-8-de-0-024cts-no-total-lapidac-o-brilhante-diamante-2-no-total-lapidac-o-brilhante.html,/joias/aneis,PERMANENT
"/joias/colares/P�rola/215/Ouro Amarelo 18k/de-501-a-1000/ouro branco 18k?O=OrderByTopSaleDESC&PS=27&map=c,c,specificationFilter_32,productClusterSearchableIds,specificationFilter_24,priceFrom,ft",/joias/colares,PERMANENT
/colecao-glory-2,/joias/colecao/glory-2,PERMANENT
/catalogsearch/result/index//l/1225/1203.html/?genero=1230&q=p�rola,/,PERMANENT
/joias/brincos/argola,/joias/brincos,PERMANENT
"/joias/colares/434/de-0-a-200/Perola?PS=27&map=c,c,productClusterIds,priceFrom,specificationFilter_32&O=OrderByNameDESC",/joias/colares,PERMANENT
/joias/aneis/aneis,/joias/aneis,PERMANENT
/colecao-para-sempre,/joias/colecao/para-sempre,PERMANENT
/relogio-prateado-com-pulseira-de-couro-e-cetim-cinza.html,/relogios,PERMANENT
/brinco-de-prata-de-prata-e-rodio-zirconia-2-no-total-lapidac-o-gota-zirconia-28-no-total-lapidac-o-redonda-20221.html,/joias/brincos,PERMANENT
/colecao-imobilizada,/joias/colecao/imobilizada,PERMANENT
/colecao-pe-de-brinco,/joias/colecao/pe-de-brinco,PERMANENT
/anel-em-ouro-amarelo-18k-com-diamante---meia-alianca-pmc513fr-oa,/joias/aneis,PERMANENT
"/joias/colares/199/215/P�rola/de-501-a-1000?O=OrderByPriceASC&PS=50&map=c,c,productClusterIds,productClusterSearchableIds,specificationFilter_32,priceFrom",/joias/colares,PERMANENT
/brinco-de-ouro-amarelo-18k-com-flor-de-zirconias.html,/joias/brincos,PERMANENT
/colecao-meia-alianca,/joias/colecao/meia-alianca,PERMANENT
/charm-voce-meu-quebra-cabeca-----jolie-amor-fs675-corac-puzzle,/jolie/charms,PERMANENT
/gargantilha-de-prata-de-prata-com-cristal-de-quartzo-retangular.html,/joias/colares,PERMANENT
"/joias/colares/404/de-1001-a-2500/Perola?PS=50&map=c,c,productClusterIds,priceFrom,specificationFilter_32&O=OrderByNameASC",/joias/colares,PERMANENT
"/joias/colares/215/Perola/de-501-a-1000?O=OrderByPriceASC&PS=32&map=c,c,productClusterSearchableIds,specificationFilter_32,priceFrom",/joias/colares,PERMANENT
"/joias/colares/P�rola/215/de-501-a-1000/ouro ros� 18k?O=OrderByNameASC&map=c,c,specificationFilter_32,productClusterSearchableIds,priceFrom,ft&PS=54",/joias/colares,PERMANENT
/joias/pingentes/249/215/ouro branco 18k,/joias/pingentes,PERMANENT
"/joias/colares/401/Diamante/Prata/de-201-a-500?O=OrderByTopSaleDESC&PS=50&map=c,c,productClusterIds,specificationFilter_32,specificationFilter_24,priceFrom",/joias/colares,PERMANENT
"/aliancas/de-2501-a-5000/11?PS=27&map=c,priceFrom,specificationFilter_21?PS=27&O=OrderByReleaseDateDESC",/aliancas/alianca,PERMANENT
/relogios-especial/l/feminino.html,/relogios,PERMANENT
/separador-cravejado-verde-----jolie-decorativos-pgh0201-elo-cm.verde,/jolie/charms,PERMANENT
/relogio-com-pulseira-rose-e-icone-de-diamante.html,/relogios,PERMANENT
/brinco-de-ouro-amarelo-18k-safira-2-de-0-28cts-no-total-lapidac-o-redonda-diamante-18-no-total-lapidac-o-brilhante.html,/joias/brincos,PERMANENT
/brinco-em-prata-com-quartzo-negro-gala-dmc06391abr-ag,/joias/brincos,PERMANENT
/blog/,/,PERMANENT
/content/locais.html,/institucional/nossas-lojas,PERMANENT
/colecao-cupido,/joias/colecao/cupido,PERMANENT
/joias/pulseiras/223?PS=27,/joias/pulseiras,PERMANENT
/anel-de-ouro-amarelo-10k-com-citrino.html,/joias/aneis,PERMANENT
/anel-mia-de-prata-com-ametistas-topazios-e-quartzo-rosa.html,/joias/aneis,PERMANENT
/pingente-guitarra-de-ouro-amarelo-europeu.html,/jolie/charms,PERMANENT
/OFF/Ouro?fq=C:84&fq=specificationFilter_105:Ouro Amarelo&O=OrderByReleaseDateDESC&PS=24,/sale,PERMANENT
/brincos-80/,/joias/brincos,PERMANENT
/joias/colares/401/pedra colorida/undefined,/joias/colares,PERMANENT
/colecao-misterio,/joias/colecao/misterio,PERMANENT
/jolie-celeste,/jolie/colecao/celeste,PERMANENT
/brinco-de-ouro-amarelo-18k-diamante-12-daisy.html,/joias/brincos,PERMANENT
/colecao-exotic,/joias/colecao/exotic,PERMANENT
/pingente-anjinho-de-ouro-amarelo-europeu.html,/joias/pingentes,PERMANENT
"/rio-450-anos-1/l/price:1,500.html",/jolie/charms,PERMANENT
/colecao-signos,/joias/colecao/signos,PERMANENT
/colecao-princesa,/joias/colecao/princesa,PERMANENT
/pingente-encantada-ouro-amarelo-18k-quartzo-rosa.html,/joias/pingentes,PERMANENT
/aliancas/de-5001-a-40000/16/diamante,/aliancas/alianca,PERMANENT
/pulseira-de-ouro-amarelo-10k-cabo-nautico-18-cm.html,/joias/pulseiras,PERMANENT
/colecao-iluminar,/joias/colecao/iluminar,PERMANENT
"/soul-aneis-html/l/ouro-europeu/price:2,500.html",/joias,PERMANENT
/joias/aneis/ouro%20ros%C3%A9%2018k,"/joias/aneis/ouro-rose?initialMap=c,c&initialQuery=joias/aneis&map=category-1,category-2,material",PERMANENT
/relogio-monte-carlo-simples-feminino-medio-com-cor-preto-caixa-de-metal-dourada-pulseira-de-metal-e-couro-com-cor-preto.html,/relogios/monte-carlo,PERMANENT
/brinco-de-ouro-amarelo-18k-esmeralda-2-de-0-28cts-no-total-lapidac-o-redonda-diamante-18-no-total-lapidac-o-brilhante.html,/joias/brincos,PERMANENT
"/brincos/Ouro Branco 18k?PS=15&map=c,specificationFilter_23",/joias/brincos,PERMANENT
/relogio-monte-carlo-simples-masculino-medio-com-cor-gelo-com-indices-mistos-visor-de-cristal-mineral-caixa-de-aco-cor-da-caixa-prateada-pulseira-de-couro-com-cor-preto-resist-ncia-5.html,/relogios/monte-carlo,PERMANENT
/festival-de-perolas-html-1.html,/,PERMANENT
/natan/acqua,/acqua,PERMANENT
/colecao-aurea,/joias/colecao/aurea,PERMANENT
/colecao-modulos,/joias/colecao/modulos,PERMANENT
/jolie-acessorios,/jolie/colecao/acessorios,PERMANENT
/brinco-chance-de-ouro-amarelo-18k-com-diamantes-e-cristal-de-quartzo-redondo.html,/joias/brincos,PERMANENT
/colecao-madri,/joias/colecao/madri,PERMANENT
http://blog.montecarlo.com.br/,/,PERMANENT
"/joias/colares/346/Ouro Amarelo 18k?PS=27&map=c,c,productClusterIds,specificationFilter_24?PS=27&O=OrderByReleaseDateDESC",/joias/colares,PERMANENT
/anel-em-prata-com-zirconia-glamour-an-sr884,/joias/aneis,PERMANENT
"/aneis/Pedra Colorida?O=OrderByPriceDESC&map=c,specificationFilter_30&PS=45",/joias/aneis,PERMANENT
/colecao-malha-piastrinni,/joias/colecao/malha-piastrinni,PERMANENT
"/colares/Pedra Colorida?O=OrderByTopSaleDESC&map=c,specificationFilter_32&PS=45",/joias/colares,PERMANENT
/brinco-argola-de-ouro-amarelo-18k-21707.html,/joias/brincos,PERMANENT
/pulseira-de-ouro-amarelo-18k-chapa-bolinha.html,/joias/pulseiras,PERMANENT
/casamento/aliancas/aliancas-em-ouro?idCategoria=2&fq=spec_fct_22:Ouro%20Amarelo,/casamento,PERMANENT
"/joias/colares/168/Perola/215?O=OrderByNameDESC&map=c,c,productClusterIds,specificationFilter_32,productClusterSearchableIds&PS=54",/joias/colares,PERMANENT
/colecao-religiosos,/joias/colecao/religiosos,PERMANENT
/colecao-amor-amor,/joias/colecao/amor-amor,PERMANENT
"/relogios/monte-carlo/Monte Carlo/Outras pulseiras/de-0-a-100/ouro?O=OrderByNameASC&map=c,c,specificationFilter_45,specificationFilter_40,priceFrom,ft&PS=81",/relogios/monte-carlo,PERMANENT
"/aliancas/31?O=OrderByPriceASC&PS=15&map=c,specificationFilter_21",/aliancas/alianca,PERMANENT
/pingentes-joliejolie-decorativos-nim008156/p,"/jolie/pingentes?map=category-1,category-2",PERMANENT
/relogio-michael-kors--mk3584-5cn,/relogios/michael-kors,PERMANENT
/relogio-de-aco-mc1001-pt-pt,/relogios,PERMANENT
"/joias/colares/Perola/215/Prata/de-0-a-200?O=OrderByTopSaleDESC&PS=27&map=c,c,specificationFilter_32,productClusterSearchableIds,specificationFilter_24,priceFrom",/joias/colares,PERMANENT
/pingentes-de-prata-e-murano-purple-bubble-jolie.html,/jolie/charms,PERMANENT
"/escapularios/masculino?initialMap=publico,publico&initialQuery=masculino/unissex&map=category-3,publico","/escapulário/unissex?_q=escapulário&fuzzy=0&initialMap=ft&initialQuery=escapulário&map=ft,publico&operator=and",PERMANENT
"/soul/l/price:2,500.html",/joias,PERMANENT
/institucional/duvidas-frequentes,/,PERMANENT
/pingente-de-ouro-amarelo-18k-e-rodio-diamante-medalha.html,/joias/pingentes,PERMANENT
/pingente-de-ouro-amarelo-10k-17365.html,/joias/pingentes,PERMANENT
/colecao-atelie,/joias/colecao/atelie,PERMANENT
"/joias/pingentes/Perola?PS=27&map=c,c,specificationFilter_33&O=OrderByTopSaleDESC",/joias/pingentes,PERMANENT
/pingentes-de-prata-de-prata-e-murano-23912.html,/jolie/charms,PERMANENT
/colecao-nectar,/joias/colecao/nectar,PERMANENT
/joias/colecao/lancamento-instinto,/joias/colecao/instinto,PERMANENT
/colecao-primavera-noite,/joias/colecao/primavera-noite,PERMANENT
"/joias/Ouro Branco 18k/meus amores?PS=27&map=c,specificationFilter_25,ft",/joias,PERMANENT
/relogio-euro-eu2036lxy-4x,/relogios/euro,PERMANENT
"/joias/colares/149/Perola/de-0-a-200?map=c,c,productClusterIds,specificationFilter_32,priceFrom&PS=81",/joias/colares,PERMANENT
/anel-em-prata-com-citrino--candle-dmc-pg525a-2,/joias/aneis,PERMANENT
/joias/aneis/de-201-a-500/239/15/pedra colorida,/joias/aneis,PERMANENT
/anel-de-ouro-amarelo-espinelio.html,/joias/aneis,PERMANENT
/pingente-oriens-de-ouro-amarelo-18k-com-safira.html,/oriens,PERMANENT
/especial-colares-html/l/diamantes.html,/joias/colares,PERMANENT
/colecao-jolie-basicos,/jolie/colecao/basicos,PERMANENT
/relogio-monte-carlo-simples-feminino-pequeno-com-cor-gelo-com-indices-mistos-visor-de-cristal-mineral-caixa-de-aco-cor-da-caixa-prateada-pulseira-de-aco-com-cor-prateada-resist-ncia-5.html,/relogios/monte-carlo,PERMANENT
